date,Baseline,Enhanced
2021-10-06,106612.82379423265,109739.66237713494
2021-10-07,107325.55997378979,110471.77041743991
2021-10-08,107181.66062869337,110337.07614128524
2021-10-11,108157.18812153542,111335.71707268711
2021-10-12,108507.65201176464,111699.44484700848
2021-10-13,108312.01447473528,111512.9024713287
2021-10-14,110339.5987939885,113578.5410672666
2021-10-15,110732.42693011332,113983.17312551866
2021-10-18,111238.6907531413,114512.80563725409
2021-10-19,110890.52744917931,114159.56392117192
2021-10-20,110871.97125452073,114141.66844372783
2021-10-21,109245.35349177671,112497.10391426095
2021-10-22,108605.9455510219,111842.74549453627
2021-10-25,108897.56092697586,112145.0282074501
2021-10-26,110042.93651332526,113300.92499156408
2021-10-27,110453.97926549565,113719.3765305331
2021-10-28,109273.69938552278,112509.70982964119
2021-10-29,110040.48966148362,113301.29167219314
2021-11-01,111695.51704942074,114985.62586844231
2021-11-02,112613.55034667502,115917.16691302665
2021-11-03,112291.34490902086,115587.43876372758
2021-11-04,113547.2976149328,116880.91040041266
2021-11-05,113670.4885314144,117012.09987607803
2021-11-08,114146.05292536394,117502.79048566487
2021-11-09,114998.10678535467,118381.42216608093
2021-11-10,114232.44255856294,117618.30245760187
2021-11-11,113891.92163723349,117264.03508961218
2021-11-12,114304.19344888694,117687.96194801683
2021-11-15,114728.99015587772,118123.6379155994
2021-11-16,115188.89483055237,118576.68215009476
2021-11-17,113552.8981829321,116900.42965190246
2021-11-18,113573.99703256339,116924.06274485114
2021-11-19,113904.43664741774,117256.06281996987
2021-11-22,115242.19696518529,118626.92683252243
2021-11-23,116220.55953017564,119620.56510255336
2021-11-24,118520.5228944904,121979.48090305252
2021-11-25,117261.9886235015,120688.73104751346
2021-11-26,117013.98225969187,120436.10150018259
2021-11-29,117037.66877037843,120457.91482591178
2021-11-30,116201.23048208895,119621.34094254696
2021-12-01,116949.65835718968,120392.94277353927
2021-12-02,118380.15493897142,121864.99925461244
2021-12-03,117213.23975577859,120665.0450594724
2021-12-06,117458.34184854799,120916.55016401036
2021-12-07,117304.7587764966,120761.65529929753
2021-12-08,116948.5359527494,120395.92853515974
2021-12-09,115513.8867959923,118921.7211201408
2021-12-10,114746.66684506898,118134.738227154
2021-12-13,115107.45688100654,118504.3974810116
2021-12-14,115446.7842273667,118851.5691963993
2021-12-15,115806.98446257605,119222.45703915339
2021-12-16,115398.8155442551,118802.31040085794
2021-12-17,115758.99336850058,119177.3725823151
2021-12-20,113940.74532252472,117305.324193443
2021-12-21,112676.1545630788,116004.49867995722
2021-12-22,113114.41217012735,116455.38311952403
2021-12-23,112863.20543817151,116196.53675108044
2021-12-24,112916.03954270924,116252.59494297691
2021-12-27,112610.42210362706,115938.49180634659
2021-12-28,112840.68322670544,116178.98851922304
2021-12-29,111386.50397875933,114682.62507342637
2021-12-30,111119.22103874935,114408.62258393219
2021-12-31,110733.65231520822,114013.33475117788
2022-01-03,111230.1925044157,114526.67317627968
2022-01-04,111467.26722893343,114770.78389629698
2022-01-05,111047.57420578835,114338.59258743364
2022-01-06,111046.97566416994,114335.63432147587
2022-01-07,110975.33768170788,114260.69610324947
2022-01-10,110533.53341473681,113808.5109325976
2022-01-11,109449.87768765482,112694.44842561311
2022-01-12,110321.47952980071,113592.86690485175
2022-01-13,109402.55626048592,112648.18006844755
2022-01-14,108090.1031802101,111301.07588965063
2022-01-17,107838.99547083111,111040.20304968268
2022-01-18,108258.72636872769,111471.34140071485
2022-01-19,109288.78768169925,112532.36116458639
2022-01-20,109340.49505406141,112586.92288078705
2022-01-21,108857.22170463088,112088.21630866698
2022-01-24,109123.56516908396,112363.18463644116
2022-01-25,109403.1164163692,112651.17526244698
2022-01-26,109966.20218206197,113233.27180447531
2022-01-27,108967.47490459423,112201.76722109127
2022-01-28,109505.36118693328,112758.54826327846
2022-01-31,110029.06644842491,113295.58466658999
2022-02-01,108098.83980139918,111715.00867567533
2022-02-02,107470.31559724963,111447.09394550504
2022-02-03,105973.2766994329,110488.50345665378
2022-02-04,105895.42796381812,110347.21739540462
2022-02-07,106739.38398772478,111070.51109807123
2022-02-08,106619.56403515219,111039.2002614776
2022-02-09,107549.09924462586,112103.04216911853
2022-02-10,107009.54698658458,111607.43947554256
2022-02-11,107260.93110672265,111845.66153888364
2022-02-14,107768.63408567196,112426.64202482933
2022-02-15,107936.33562881405,112570.98262791563
2022-02-16,107282.14160766477,112300.87586019284
2022-02-17,107832.1761326074,113005.59295033805
2022-02-18,108926.56870476724,114336.50040425257
2022-02-21,108676.05828136292,114262.9228308642
2022-02-22,107732.9979503603,113308.72038602093
2022-02-23,106836.32329361142,112330.72255294006
2022-02-24,107989.50999749865,113510.07677489323
2022-02-25,108615.14194339953,114657.8291126279
2022-02-28,109210.33819226487,115271.68243632065
2022-03-01,109520.93828110064,115665.52207098008
2022-03-02,109310.27286556773,115431.92716489153
2022-03-03,109125.88860041907,115219.18103833473
2022-03-04,108533.18835792277,114580.81808968159
2022-03-07,108091.69698207031,114113.55724481572
2022-03-08,108176.2092729133,114197.20019817048
2022-03-09,107478.39068029568,113469.05778002873
2022-03-10,109761.77721462224,115840.59780823927
2022-03-11,110513.09612183287,116612.307584263
2022-03-14,110050.97940580267,116130.2596243223
2022-03-15,110617.61349779411,116737.50130959641
2022-03-16,108512.2721900529,114553.80583727361
2022-03-17,109477.56516890906,115541.1354134111
2022-03-18,107993.63817948478,114002.40268729825
2022-03-21,106575.37301004435,112503.55992724831
2022-03-22,107962.73683076185,113972.4366501559
2022-03-23,108835.02368319967,114898.72269363291
2022-03-24,108460.15795459622,114476.31341052908
2022-03-25,108138.53144100499,114172.22869546482
2022-03-28,108822.08153068332,114894.0031301718
2022-03-29,108030.65892976435,114073.06772973253
2022-03-30,108012.56820995107,114075.73774023037
2022-03-31,107543.46773510941,113581.98987739616
2022-04-01,106831.12970596245,112343.59979330697
2022-04-04,107077.69381615103,112849.45062402554
2022-04-05,106580.80493988981,112020.45211757871
2022-04-06,106493.97029993751,111958.56506647522
2022-04-07,107435.80804336694,112404.55254271576
2022-04-08,107228.58654662965,112656.44484425905
2022-04-11,107379.18096636108,113208.80711353692
2022-04-12,108108.72372611276,113699.77361473013
2022-04-13,107172.29458067611,113004.02022510486
2022-04-14,107464.29096211154,113467.44391423075
2022-04-15,106475.52418624284,112863.33757181757
2022-04-18,105557.65049320892,112007.37989158853
2022-04-19,105639.22790665577,111692.3797140546
2022-04-20,104935.69415196737,111613.68513072093
2022-04-21,104279.55731513195,110495.55353588799
2022-04-22,104710.58447410024,110499.56624150448
2022-04-25,105814.87382568853,111329.96107856648
2022-04-26,105829.85011354559,111016.52779977364
2022-04-27,106587.76049889546,112276.0479377746
2022-04-28,106922.2096091574,113271.64484624362
2022-04-29,106463.26993107816,112779.763967409
2022-05-02,106465.03923227759,112878.53889266074
2022-05-03,108116.42427103268,114289.48458872821
2022-05-04,109101.58477886536,115059.98318441154
2022-05-05,108478.4823211967,114371.30734760643
2022-05-06,108767.4357447154,114702.8479564185
2022-05-09,107704.99208607478,113698.00018799784
2022-05-10,109167.6247103425,114752.01200103959
2022-05-11,108208.48996385603,114178.189826452
2022-05-12,108925.69044418068,114995.92827491544
2022-05-13,110114.08826068256,115959.88964780148
2022-05-16,109151.31648997021,115479.66863244264
2022-05-17,110027.08757088771,116843.1623872752
2022-05-18,108610.76547957846,114975.15384255118
2022-05-19,109095.33549225779,114678.85689626033
2022-05-20,108550.29140694338,114766.46972119831
2022-05-23,109524.20332404731,115706.33649549042
2022-05-24,110333.53713275104,117282.04632225723
2022-05-25,110147.55929545953,116566.87910503501
2022-05-26,110974.76774974399,117348.57911013589
2022-05-27,110175.21565786694,116644.04767407587
2022-05-30,110097.57577162636,116374.76340988648
2022-05-31,111133.9128061147,118258.44305320737
2022-06-01,109454.2742585987,116479.21611623213
2022-06-02,110594.8608097993,117689.03860694141
2022-06-03,109705.0865747304,116742.64197492399
2022-06-06,110333.19357060535,117420.24621023267
2022-06-07,110071.97585726563,117127.90122329301
2022-06-08,110040.07049431547,117090.1591818726
2022-06-09,110847.73871050758,117934.59231787009
2022-06-10,110811.43809355266,117889.75060111514
2022-06-13,109842.20380311253,116839.90062454806
2022-06-14,109529.12752784908,116521.67189056601
2022-06-15,110121.66850818545,117153.4506562697
2022-06-16,111147.07245207795,118278.13716672256
2022-06-17,111603.31961912727,118771.20252830844
2022-06-20,111209.77313816863,118357.63932745479
2022-06-21,111250.7670145493,118415.9307421344
2022-06-22,111007.13909935486,118130.6793242646
2022-06-23,110499.70998094023,117583.09545839092
2022-06-24,110546.25696202132,117615.38994459431
2022-06-27,109680.80793707546,116662.76596492952
2022-06-28,110522.43027849865,117575.23479742499
2022-06-29,111525.73176401391,118674.55353753034
2022-06-30,111473.09819278517,118600.73560462704
2022-07-01,111178.20143282115,118322.22664356208
2022-07-04,111475.63046615424,118657.25747238459
2022-07-05,112916.60284972077,120197.49768378891
2022-07-06,113578.65851362172,120898.99578840187
2022-07-07,113114.3826253266,120407.84001475797
2022-07-08,113585.6496598685,120915.30110126638
2022-07-11,113514.84797482585,120847.97702606098
2022-07-12,113378.48406385502,120718.63865702765
2022-07-13,112938.08730108412,120251.46414845812
2022-07-14,111913.15467956271,119156.36056023334
2022-07-15,112888.1522323979,120194.54743440208
2022-07-18,112365.95833066148,119641.60625495455
2022-07-19,112204.32608066165,119489.2554115433
2022-07-20,112519.72741181238,119831.47181109857
2022-07-21,111733.98366290428,118962.64006264442
2022-07-22,112859.29759012617,120167.56083406202
2022-07-25,112212.53264225171,119476.71863652139
2022-07-26,112626.15742925912,119915.57052456426
2022-07-27,113654.07563149808,121003.82030939152
2022-07-28,113279.31496828463,120619.47571409847
2022-07-29,113215.69417103044,120560.63768035983
2022-08-01,113625.95003430334,120980.2949194298
2022-08-02,112183.19764217648,119449.6046771659
2022-08-03,111816.57833792281,119051.70401890663
2022-08-04,111004.15964134198,118174.91571724697
2022-08-05,111774.83154722364,118993.4679528435
2022-08-08,111612.78171692995,118828.74228823959
2022-08-09,112442.3703501276,119724.58542455173
2022-08-10,113326.35065308292,120675.69060414043
2022-08-11,112292.3057415467,119583.69635879793
2022-08-12,113427.68832819755,120795.74344321481
2022-08-15,113427.4388434228,120792.08698508849
2022-08-16,113532.62095829842,120905.81957737973
2022-08-17,114152.52927170419,121568.95914291812
2022-08-18,115430.27300805307,122932.1565771852
2022-08-19,116196.53410476673,123764.82492775409
2022-08-22,117098.11810465154,124731.7128262033
2022-08-23,116649.9383108127,124268.24492418885
2022-08-24,116762.90157721407,124403.67287193735
2022-08-25,116774.43177112381,124417.58617521923
2022-08-26,116157.85441430942,123750.97489403858
2022-08-29,116249.28732452911,123847.49927063753
2022-08-30,116219.16580654222,123806.85024165985
2022-08-31,116125.67240160685,123699.67113920405
2022-09-01,114630.85587102282,122109.60568063539
2022-09-02,114330.28357249981,121772.77886014793
2022-09-05,115662.19991483033,123195.21517952676
2022-09-06,115134.64552438218,122609.91255180506
2022-09-07,114064.84569070718,121469.67149818316
2022-09-08,115468.49646526025,122970.37461034991
2022-09-09,113977.27124210625,121373.15847529749
2022-09-12,113647.08073174117,121023.55182025701
2022-09-13,113559.46623961811,120935.63078415628
2022-09-14,113280.77625840869,120623.97181862494
2022-09-15,113609.76944355351,120959.10473882579
2022-09-16,113800.93958648978,121162.63999158089
2022-09-19,113251.45819027086,120557.76373224711
2022-09-20,114967.1019098149,122404.30058629352
2022-09-21,116024.99825928322,123529.9709285504
2022-09-22,115319.6444888174,122775.48277624596
2022-09-23,113797.27308798302,121128.19944124749
2022-09-26,113971.23935795913,121320.56010636016
2022-09-27,113688.65870636667,121005.79097608155
2022-09-28,114106.0543989363,121458.97741067973
2022-09-29,113860.42057610677,121201.71225437385
2022-09-30,114071.15096524704,121441.53238633636
2022-10-03,113379.58843242124,120685.94644809191
2022-10-04,112688.37563880882,119917.12120695686
2022-10-05,111279.85776240422,118420.76166035135
2022-10-06,110578.84803995727,117682.93931589487
2022-10-07,110425.93488856804,117531.63875865564
2022-10-10,109684.49099332522,116749.87515790157
2022-10-11,108894.94534352039,115909.98468723678
2022-10-12,109182.41514682848,116223.87475205377
2022-10-13,108415.82165311092,115394.97664535916
2022-10-14,109623.03599976448,116693.95867951523
2022-10-17,110435.41634433101,117562.52954365974
2022-10-18,111702.1263225652,118924.75750690543
2022-10-19,113682.67515968629,121066.30740704034
2022-10-20,113040.7906918674,120385.83402932575
2022-10-21,113405.04218544133,120772.3527983901
2022-10-24,112313.74425465413,119604.54711349623
2022-10-25,111904.57705711666,119148.0117770391
2022-10-26,112906.6833538257,120212.66130864489
2022-10-27,113574.31633279021,120923.46042641289
2022-10-28,114676.38810729723,122099.60088978325
2022-10-31,116520.4900994229,124076.10966561189
2022-11-01,116121.06369456284,123642.50921540134
2022-11-02,114361.67306087037,121770.8044348302
2022-11-03,114108.59572485057,121496.62962431337
2022-11-04,114300.53257386919,121699.99330753184
2022-11-07,114715.60811351077,122142.56914265237
2022-11-08,114507.36575621273,121924.70124476716
2022-11-09,113826.42612327509,121206.40807270048
2022-11-10,114035.13256234766,121420.5015900916
2022-11-11,113154.23057065303,120467.0879328327
2022-11-14,112260.11643577396,119503.58212823166
2022-11-15,111422.3140710161,118590.81890515263
2022-11-16,110458.91428180668,117551.03335050054
2022-11-17,108900.4669750726,115876.74136517989
2022-11-18,107781.32023031049,114684.58445429128
2022-11-21,108127.52153046282,115062.08105998239
2022-11-22,107779.17795619654,114688.43738310091
2022-11-23,109590.86939306039,116643.22809597131
2022-11-24,110386.80552671562,117497.36830265468
2022-11-25,110848.2012298687,117990.12843499804
2022-11-28,110442.9101636129,117552.50619449244
2022-11-29,111205.84916153716,118372.37111164842
2022-11-30,111162.8610320151,118320.76630497638
2022-12-01,110772.34326602508,118169.68742375405
2022-12-02,113343.03963441041,121126.4499736086
2022-12-05,114071.60710007144,121857.95213627421
2022-12-06,114812.21998324122,122299.10173180961
2022-12-07,113300.31390456889,120424.21467354128
2022-12-08,112877.49293225759,119900.45800904089
2022-12-09,113556.39571702913,120544.20618911015
2022-12-12,112991.5568203101,119951.4125467445
2022-12-13,114053.80751975728,120778.14397032127
2022-12-14,114908.19344566407,121549.74634215982
2022-12-15,114529.79090427113,121599.87163125572
2022-12-16,115411.50701792428,122388.8420452348
2022-12-19,116288.4573988897,123399.43031915929
2022-12-20,117654.95175609966,125300.31796652378
2022-12-21,117398.77972130504,125144.20692568687
2022-12-22,116773.14757808573,124549.8451148254
2022-12-23,116956.37869123057,124688.37850376475
2022-12-26,116553.86757968029,124173.60507564897
2022-12-27,116425.22214204428,123744.59538732625
2022-12-28,114822.35958583666,122382.39863744931
2022-12-29,114402.32843233927,122069.13049133438
2022-12-30,114832.73864913514,122551.08106898602
2023-01-02,114341.3337634179,122688.74335457158
2023-01-03,114926.54508951216,122779.5201815971
2023-01-04,114283.25248632656,123172.71564640441
2023-01-05,114572.79313888954,123161.25770850512
2023-01-06,115431.01420378713,123723.88872730991
2023-01-09,115878.36366955601,124218.59858804877
2023-01-10,115226.19421357944,123657.89431869394
2023-01-11,115714.75281537199,124562.00952927532
2023-01-12,115969.05910685686,125000.93434483082
2023-01-13,116469.1488947814,125534.97286188454
2023-01-16,116652.79892781063,125759.598199462
2023-01-17,116334.39921213144,125977.30266805952
2023-01-18,116363.14996751244,125862.11202180762
2023-01-19,116571.62846292403,126370.39642834151
2023-01-20,117246.23060634609,127545.41479662362
2023-01-23,117570.48393348107,127902.62780874832
2023-01-24,118184.89551965508,128891.21670038783
2023-01-25,118184.56997544781,128654.76973087242
2023-01-26,118433.98966016292,128589.14804700822
2023-01-27,120115.9448819876,130943.2135601265
2023-01-30,119836.91821582132,130368.32746516314
2023-01-31,119227.45279992494,129365.65625772401
2023-02-01,119244.28247139533,129263.62829991116
2023-02-02,120591.3998059202,130204.94167725422
2023-02-03,121074.66171298194,129084.73442690674
2023-02-06,122503.49079049533,129681.9200987671
2023-02-07,121830.72651147787,128836.17276581483
2023-02-08,119651.4733531173,128255.54068453805
2023-02-09,118565.02992157332,128204.47571851662
2023-02-10,118467.98755079176,128894.71897893104
2023-02-13,119149.68759561877,129811.7827522926
2023-02-14,120188.93085730192,130312.20070137209
2023-02-15,120105.08824489677,128880.01654464912
2023-02-16,120173.31194945468,127946.38355260626
2023-02-17,119462.26133604496,127614.49320777926
2023-02-20,119488.93634798758,128301.74168451419
2023-02-21,120433.29365685798,128735.29623981661
2023-02-22,120854.5761201258,128356.49694369288
2023-02-23,121667.04874390169,129182.35667501323
2023-02-24,123141.45888328846,131580.29006232158
2023-02-27,122396.24135828839,130333.4489797074
2023-02-28,122910.1454303305,130924.44087323127
2023-03-01,123666.40141384478,131328.17122878134
2023-03-02,123793.38496254386,131407.28766904798
2023-03-03,123872.5213960445,131652.97343930486
2023-03-06,123815.3736669433,131015.54867130924
2023-03-07,125523.51991977295,132286.13981510742
2023-03-08,125247.76569541925,131839.05079751738
2023-03-09,124159.88823969908,131059.31937030703
2023-03-10,123350.97390549994,130284.21582793634
2023-03-13,123809.41866692257,130807.76288069312
2023-03-14,124204.5605270032,131185.55129335524
2023-03-15,123871.60517528285,131033.90047992165
2023-03-16,125606.12572157464,132427.72943304607
2023-03-17,125196.10910457323,132209.29785992228
2023-03-20,125766.07431806669,133351.82055742218
2023-03-21,125936.71656397135,133878.42759034075
2023-03-22,126375.46332632148,133854.77199629633
2023-03-23,127049.58412090954,134795.39029505668
2023-03-24,126407.04083671086,134132.00521791636
2023-03-27,125540.17812128348,133963.96032590506
2023-03-28,124269.52472987486,132901.29597554952
2023-03-29,124224.60685621637,132982.7046782534
2023-03-30,124891.72197310429,133639.873149354
2023-03-31,125939.59820022839,135394.33813579095
2023-04-03,125520.63882465045,134987.23566342422
2023-04-04,124005.33446314774,133334.4933554669
2023-04-05,124168.16177208803,133505.0640373965
2023-04-06,123252.20237770681,132508.4307359764
2023-04-07,122519.89360397492,131712.02957631464
2023-04-10,123900.33515658046,133203.04527410094
2023-04-11,125361.68658914459,134776.9827839631
2023-04-12,124826.10969207893,134177.4589344178
2023-04-13,123474.12808099047,132709.02037054588
2023-04-14,124118.80023603272,133406.42069783085
2023-04-17,123959.4798177113,133229.91571558
2023-04-18,123934.31990010594,133212.98773981136
2023-04-19,124817.49707161167,134163.3920739927
2023-04-20,124583.54119894537,133918.4277880899
2023-04-21,126897.07677153882,136439.94161458555
2023-04-24,126942.86060580576,136476.60268625687
2023-04-25,125627.44285167033,135047.5738914146
2023-04-26,126216.88618503505,135679.54435951158
2023-04-27,126646.98860453638,136124.17857667487
2023-04-28,124445.5459813596,133732.0933139334
2023-05-01,124545.90856155822,133848.02188006384
2023-05-02,126656.54511244311,136154.1350222729
2023-05-03,126961.12277390735,136494.99408824265
2023-05-04,127253.11093163717,136809.3970070107
2023-05-05,125795.05277315155,135226.47789282957
2023-05-08,125315.63311749339,134716.68402843535
2023-05-09,127066.27400264781,136626.4523544356
2023-05-10,127962.28812891156,137597.69099798106
2023-05-11,127075.52562381137,136618.7344878795
2023-05-12,126782.58288277066,136286.01126647802
2023-05-15,127897.28087698753,137504.20007115495
2023-05-16,127668.66387186106,137260.55089025976
2023-05-17,128916.10142376945,138613.76760315595
2023-05-18,128125.2273482783,137743.3157407674
2023-05-19,126483.87800662832,135956.08832457685
2023-05-22,125509.02910838423,134903.77068637154
2023-05-23,126891.14676533797,136401.46731311732
2023-05-24,128775.90609974258,138441.31018825056
2023-05-25,129680.08922763758,139413.72493913257
